
6;299;508;68,39;-356,27;52,12926;23,77031;1;0;1820,74;-1584,54;-1573,02;-1576,24;-1569,81;40,46;41,21;0,0;6019277,0227;10;0,0;0,0;0,0;6019273,74;6019277,0227;1000,0;1,0;2,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;397;674;66,99;-347,15;52,12928;23,77032;1;0;1818,7;-1579,32;-1570,8;-1574,01;-1567,58;40,46;41,12;0,0;6019279,15192;10;0,0;0,0;6019273,74;6019277,02;6019279,15192;1000,0;1,0;3,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;397;674;66,99;-347,15;52,12928;23,77032;1;0;1818,7;-1579,32;-1570,8;-1574,01;-1567,58;40,46;41,12;0,0;6019279,15192;10;0,0;6019273,74;6019277,02;6019279,15;6019279,15192;1000,0;1,0;4,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;495;840;66,91;-340,15;52,12930;23,77033;1;0;1816,93;-1575,28;-1568,68;-1571,89;-1565,47;40,46;41,16;0,0;6019281,28114;10;6019273,74;6019277,02;6019279,15;6019279,15;6019281,28114;1000,0;1,0;5,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;691;1172;66,17;-329,0;52,12933;23,77034;1;0;1812,56;-1570,31;-1563,59;-1566,84;-1560,33;40,46;41,21;0,0;6019284,38299;10;6019277,02;6019279,15;6019279,15;6019281,28;6019284,38299;1000,0;1,0;6,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;691;1172;66,17;-329,0;52,12933;23,77034;1;0;1812,56;-1570,31;-1563,59;-1566,84;-1560,33;40,46;41,21;0,0;6019284,38299;10;6019279,15;6019279,15;6019281,28;6019284,38;6019284,38299;1000,0;1,0;7,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;887;1503;65,45;-319,3;52,12936;23,77035;1;0;1807,11;-1565,74;-1555,04;-1558,25;-1551,83;40,41;41,31;0,0;6019287,48484;10;6019279,15;6019281,28;6019284,38;6019284,38;6019287,48484;1000,0;1,0;8,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;887;1503;65,45;-319,3;52,12936;23,77035;1;0;1807,11;-1565,74;-1555,04;-1558,25;-1551,83;40,41;41,31;0,0;6019287,48484;10;6019281,28;6019284,38;6019284,38;6019287,48;6019287,48484;1000,0;1,0;9,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;985;1668;65,8;-313,77;52,12938;23,77035;1;0;1804,12;-1562,42;-1550,51;-1553,72;-1547,29;40,51;41,16;0,0;6019289,43009;10;6019284,38;6019284,38;6019287,48;6019287,48;6019289,43009;1000,0;1,0;10,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1181;1998;64,89;-301,45;52,12941;23,77035;1;0;1799,61;-1553,14;-1543,34;-1546,54;-1540,15;40,51;41,21;0,0;6019292,34798;10;6019284,38;6019287,48;6019287,48;6019289,43;6019292,34798;1000,0;1,0;11,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1181;1998;64,89;-301,45;52,12941;23,77035;1;0;1799,61;-1553,14;-1543,34;-1546,54;-1540,15;40,51;41,21;0,0;6019292,34798;10;6019287,48;6019287,48;6019289,43;6019292,35;6019292,34798;1000,0;1,0;12,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1379;2330;64,32;-294,34;52,12943;23,77035;1;0;1797,29;-1544,95;-1539,37;-1542,57;-1536,16;40,51;41,26;0,0;6019294,29324;10;6019287,48;6019289,43;6019292,35;6019292,35;6019294,29324;1000,0;1,0;13,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1379;2330;64,32;-294,34;52,12943;23,77035;1;0;1797,29;-1544,95;-1539,37;-1542,57;-1536,16;40,51;41,26;0,0;6019294,29324;10;6019289,43;6019292,35;6019292,35;6019294,29;6019294,29324;1000,0;1,0;14,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1575;2657;61,93;-277,68;52,12947;23,77034;1;0;1791,64;-1540,0;-1539,16;-1542,37;-1535,95;40,6;41,07;0,0;6019297,9998;10;6019292,35;6019292,35;6019294,29;6019294,29;6019297,9998;1000,0;1,0;15,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1575;2657;61,93;-277,68;52,12947;23,77034;1;0;1791,64;-1540,0;-1539,16;-1542,37;-1535,95;40,6;41,07;0,0;6019297,9998;10;6019292,35;6019294,29;6019294,29;6019298,0;6019297,9998;1000,0;1,0;16,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1673;2820;61,41;-273,98;52,12949;23,77033;1;0;1790,07;-1538,94;-1540,62;-1543,83;-1537,42;40,46;41,12;0,0;6019299,7611;10;6019294,29;6019294,29;6019298,0;6019298,0;6019299,7611;1000,0;1,0;17,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1869;3126;59,76;-271,42;52,12952;23,77032;1;0;1788,66;-1539,9;-1547,54;-1550,74;-1544,34;40,46;41,16;0,0;6019302,49503;10;6019294,29;6019298,0;6019298,0;6019299,76;6019302,49503;1000,0;1,0;18,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;1869;3126;59,76;-271,42;52,12952;23,77032;1;0;1788,66;-1539,9;-1547,54;-1550,74;-1544,34;40,46;41,16;0,0;6019302,49503;10;6019298,0;6019298,0;6019299,76;6019302,5;6019302,49503;1000,0;1,0;19,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2065;3396;58,15;-273,24;52,12954;23,77031;1;0;1787,4;-1545,77;-1559,13;-1562,35;-1555,91;40,46;41,21;0,0;6019304,25633;10;6019298,0;6019299,76;6019302,5;6019302,5;6019304,25633;1000,0;1,0;20,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2065;3396;58,15;-273,24;52,12954;23,77031;1;0;1787,4;-1545,77;-1559,13;-1562,35;-1555,91;40,46;41,21;0,0;6019304,25633;10;6019299,76;6019302,5;6019302,5;6019304,26;6019304,25633;1000,0;1,0;21,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2261;3664;57,41;-281,9;52,12957;23,77030;1;0;1787,08;-1556,96;-1574,34;-1577,52;-1571,17;40,55;41,12;0,0;6019306,99026;10;6019302,5;6019302,5;6019304,26;6019304,26;6019306,99026;1000,0;1,0;22,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2261;3664;57,41;-281,9;52,12957;23,77030;1;0;1787,08;-1556,96;-1574,34;-1577,52;-1571,17;40,55;41,12;0,0;6019306,99026;10;6019302,5;6019304,26;6019304,26;6019306,99;6019306,99026;1000,0;1,0;23,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2359;3798;57,6;-287,18;52,12959;23,77030;1;0;1786,32;-1563,98;-1583,66;-1586,8;-1580,53;40,46;41,26;0,0;6019308,93552;10;6019304,26;6019304,26;6019306,99;6019306,99;6019308,93552;1000,0;1,0;24,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2555;4066;56,08;-300,77;52,12961;23,77029;1;0;1784,69;-1581,59;-1604,74;-1607,88;-1601,61;40,51;41,21;0,0;6019310,69682;10;6019304,26;6019306,99;6019306,99;6019308,94;6019310,69682;1000,0;1,0;25,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2555;4066;56,08;-300,77;52,12961;23,77029;1;0;1784,69;-1581,59;-1604,74;-1607,88;-1601,61;40,51;41,21;0,0;6019310,69682;10;6019306,99;6019306,99;6019308,94;6019310,7;6019310,69682;1000,0;1,0;26,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
6;2751;4333;55,47;-323,3;52,12964;23,77027;1;0;1786,92;-1603,15;-1622,87;-1626,04;-1619,7;40,6;41,21;0,0;6019313,2468;10;6019306,99;6019308,94;6019310,7;6019310,7;6019313,2468;1000,0;1,0;27,0;0,0;0;0,00;0,00;0,00;0,00;0,00;0,00
